feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	reference	fdr.pval
UniRef90_P0AGC9..Quaternary.ammonium.compound.resistance.protein.QacE	species2	cat	-0.029947796	0.1240398	2657	84	0.809235726	0.899582833	dog	0.973119955
UniRef90_P0AGC9..Quaternary.ammonium.compound.resistance.protein.QacE	species2	HMP1-II	-0.859537821	1.621560597	2657	84	0.602632466	0.899582833	dog	0.973119955
UniRef90_P0C002..Dihydropteroate.synthase.type.1	species2	HMP1-II	-0.765612269	1.678823783	2657	111	0.653861658	1	cat	0.973119955
UniRef90_P0C002..Dihydropteroate.synthase.type.1	species2	cat	-0.056010986	0.122130149	2657	111	0.646547581	0.899582833	dog	0.973119955
UniRef90_P0C002..Dihydropteroate.synthase.type.1	species2	HMP1-II	-0.821623256	1.676675625	2657	111	0.630111366	0.899582833	dog	0.973119955
UniRef90_P10337..rRNA.adenine.N.6.methyltransferase	species2	cat	-0.283471346	0.222349895	2657	321	0.202702547	0.899582833	dog	0.973119955
UniRef90_P10738..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	1.11806606	2.877888509	2657	1137	0.702834495	0.899582833	dog	0.973119955
UniRef90_P10952..Tetracycline.resistance.protein.TetO	species2	HMP1-II	-0.755680102	1.677532354	2657	2594	0.658351709	1	cat	0.973119955
UniRef90_P10952..Tetracycline.resistance.protein.TetO	species2	HMP1-II	-2.152094259	1.66950696	2657	2594	0.21582607	0.899582833	dog	0.973119955
UniRef90_P11504..Chloramphenicol.acetyltransferase	species2	HMP1-II	0.074657709	0.221769139	2657	20	0.743524938	1	cat	0.973119955
UniRef90_P11504..Chloramphenicol.acetyltransferase	species2	cat	-0.010898594	0.037160563	2657	20	0.769382045	0.899582833	dog	0.973119955
UniRef90_P11504..Chloramphenicol.acetyltransferase	species2	HMP1-II	0.063759115	0.220310644	2657	20	0.778479759	0.899582833	dog	0.973119955
UniRef90_P11731..Dihydrofolate.reductase.type.5	species2	HMP1-II	-0.076806348	0.22890908	2657	16	0.749505662	1	cat	0.973119955
UniRef90_P11731..Dihydrofolate.reductase.type.5	species2	cat	-0.01095319	0.035384603	2657	16	0.75700259	0.899582833	dog	0.973119955
UniRef90_P11731..Dihydrofolate.reductase.type.5	species2	HMP1-II	-0.087759537	0.227624875	2657	16	0.714416806	0.899582833	dog	0.973119955
UniRef90_P13018..Streptothricin.acetyltransferase	species2	HMP1-II	0.011429065	0.026858175	2657	9	0.68079539	1	cat	0.973119955
UniRef90_P13018..Streptothricin.acetyltransferase	species2	cat	-0.011691443	0.014048414	2657	9	0.409668498	0.899582833	dog	0.973119955
UniRef90_P13081..Bleomycin.resistance.protein	species2	HMP1-II	-0.030966188	0.11509144	2657	16	0.79182585	1	cat	0.973119955
UniRef90_P13081..Bleomycin.resistance.protein	species2	cat	-0.019972376	0.034629229	2657	16	0.564774588	0.899582833	dog	0.973119955
UniRef90_P13081..Bleomycin.resistance.protein	species2	HMP1-II	-0.050938554	0.112599693	2657	16	0.658435358	0.899582833	dog	0.973119955
UniRef90_P13082..Streptomycin.3.apos..apos..kinase	species2	cat	-0.013871723	0.019723649	2657	8	0.484254929	0.899582833	dog	0.973119955
UniRef90_P13082..Streptomycin.3.apos..apos..kinase	species2	HMP1-II	-0.019046604	0.036927572	2657	8	0.616739281	0.899582833	dog	0.973119955
UniRef90_P13661..Beta.lactamase.OXA.1	species2	cat	-0.024288098	0.042745841	2657	15	0.570422378	0.899582833	dog	0.973119955
UniRef90_P13661..Beta.lactamase.OXA.1	species2	HMP1-II	-0.043191757	0.154977696	2657	15	0.785111983	0.899582833	dog	0.973119955
UniRef90_P13956..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-0.032464211	0.150160048	2657	10	0.831493285	1	cat	0.973119955
UniRef90_P13956..rRNA.adenine.N.6.methyltransferase	species2	cat	-0.013935136	0.032186146	2657	10	0.665206678	0.899582833	dog	0.973119955
UniRef90_P13956..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-0.046399347	0.148547188	2657	10	0.758843148	0.899582833	dog	0.973119955
UniRef90_P16898..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-0.164434187	0.709679051	2657	131	0.821487325	1	cat	0.973119955
UniRef90_P16898..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-0.57525214	0.702617037	2657	131	0.432860594	0.899582833	dog	0.973119955
UniRef90_P19650..Aminoglycoside.N.6.apos...acetyltransferase.type.1	species2	HMP1-II	-0.015588386	0.091439716	2657	12	0.869425627	1	cat	0.973119955
UniRef90_P19650..Aminoglycoside.N.6.apos...acetyltransferase.type.1	species2	cat	-0.021868048	0.033884558	2657	12	0.5211214	0.899582833	dog	0.973119955
UniRef90_P19650..Aminoglycoside.N.6.apos...acetyltransferase.type.1	species2	HMP1-II	-0.037456434	0.088319933	2657	12	0.685454921	0.899582833	dog	0.973119955
UniRef90_P21866..KDP.operon.transcriptional.regulatory.protein.KdpE	species2	HMP1-II	-1.323468995	1.914500243	2657	541	0.498594976	1	cat	0.973119955
UniRef90_P21866..KDP.operon.transcriptional.regulatory.protein.KdpE	species2	cat	-0.255760962	0.302170091	2657	541	0.397478005	0.899582833	dog	0.973119955
UniRef90_P21866..KDP.operon.transcriptional.regulatory.protein.KdpE	species2	HMP1-II	-1.579229956	1.903310363	2657	541	0.418278796	0.899582833	dog	0.973119955
UniRef90_P22782..Chloramphenicol.acetyltransferase	species2	cat	-0.044403565	0.120303236	2657	95	0.712130994	0.899582833	dog	0.973119955
UniRef90_P23895..Multidrug.transporter.EmrE	species2	HMP1-II	-0.128949889	0.660465947	2657	205	0.848048952	1	cat	0.973119955
UniRef90_P23895..Multidrug.transporter.EmrE	species2	HMP1-II	-0.577065066	0.645016003	2657	205	0.387449307	0.899582833	dog	0.973119955
UniRef90_P23954..Beta.lactamase.OXY.2	species2	cat	-0.003002702	0.004305989	2657	3	0.485656497	0.899582833	dog	0.973119955
UniRef90_P23954..Beta.lactamase.OXY.2	species2	HMP1-II	-0.003002702	0.005222402	2657	3	0.565363311	0.899582833	dog	0.973119955
UniRef90_P24017..Outer.membrane.protein.A	species2	cat	-0.062811914	0.055419376	2657	31	0.262874085	0.899582833	dog	0.973119955
UniRef90_P24017..Outer.membrane.protein.A	species2	HMP1-II	-0.046401535	0.130960119	2657	31	0.735855847	0.899582833	dog	0.973119955
UniRef90_P24177..Probable.aminoglycoside.efflux.pump	species2	HMP1-II	-1.398725604	2.180498962	2657	791	0.529698168	1	cat	0.973119955
UniRef90_P24177..Probable.aminoglycoside.efflux.pump	species2	HMP1-II	-1.976758038	2.167416472	2657	791	0.374665019	0.899582833	dog	0.973119955
UniRef90_P24180..Multidrug.export.protein.AcrE	species2	HMP1-II	-1.233510275	1.954158706	2657	799	0.536385998	1	cat	0.973119955
UniRef90_P24180..Multidrug.export.protein.AcrE	species2	HMP1-II	-2.123671843	1.940129826	2657	799	0.289521596	0.899582833	dog	0.973119955
UniRef90_P24181..Multidrug.export.protein.AcrF	species2	HMP1-II	-1.435885426	2.094205337	2657	786	0.502310868	1	cat	0.973119955
UniRef90_P24181..Multidrug.export.protein.AcrF	species2	HMP1-II	-1.962751074	2.077271903	2657	786	0.358529509	0.899582833	dog	0.973119955
UniRef90_P25910..Metallo.beta.lactamase.type.2	species2	cat	-0.004447279	0.011431257	2657	9	0.697273683	0.899582833	dog	0.973119955
UniRef90_P26825..Chloramphenicol.acetyltransferase	species2	cat	-0.010847312	0.027514105	2657	8	0.693578082	0.899582833	dog	0.973119955
UniRef90_P26825..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.023856421	0.117903803	2657	8	0.842289346	0.910275966	dog	0.973119955
UniRef90_P27303..Multidrug.export.protein.EmrA	species2	HMP1-II	-1.607889206	2.159515205	2657	708	0.466760426	1	cat	0.973119955
UniRef90_P27303..Multidrug.export.protein.EmrA	species2	HMP1-II	-2.297324742	2.145544405	2657	708	0.299677316	0.899582833	dog	0.973119955
UniRef90_P28585..Beta.lactamase.CTX.M.1	species2	HMP1-II	-0.095032388	0.343599488	2657	34	0.78524518	1	cat	0.973119955
UniRef90_P28585..Beta.lactamase.CTX.M.1	species2	cat	-0.017235746	0.054973485	2657	34	0.753929886	0.899582833	dog	0.973119955
UniRef90_P28585..Beta.lactamase.CTX.M.1	species2	HMP1-II	-0.112268133	0.341536708	2657	34	0.746235449	0.899582833	dog	0.973119955
UniRef90_P29753..Vancomycin.C.type.resistance.protein.VanC	species2	HMP1-II	-0.011583525	0.066265897	2657	6	0.863373427	1	cat	0.973119955
UniRef90_P29753..Vancomycin.C.type.resistance.protein.VanC	species2	cat	-0.005207154	0.01716241	2657	6	0.761765747	0.899582833	dog	0.973119955
UniRef90_P29753..Vancomycin.C.type.resistance.protein.VanC	species2	HMP1-II	-0.01679068	0.065218706	2657	6	0.80020076	0.899582833	dog	0.973119955
UniRef90_P30845..Phosphoethanolamine.transferase.EptA	species2	HMP1-II	-1.648302431	2.221096889	2657	802	0.468385282	1	cat	0.973119955
UniRef90_P30845..Phosphoethanolamine.transferase.EptA	species2	HMP1-II	-2.306165954	2.20605362	2657	802	0.31118259	0.899582833	dog	0.973119955
UniRef90_P30847..Signal.transduction.histidine.protein.kinase.BaeS	species2	HMP1-II	-1.160198744	1.753231896	2657	596	0.517501998	1	cat	0.973119955
UniRef90_P30847..Signal.transduction.histidine.protein.kinase.BaeS	species2	HMP1-II	-1.962445939	1.739663618	2657	596	0.276290404	0.899582833	dog	0.973119955
UniRef90_P30855..Sensor.protein.EvgS	species2	HMP1-II	-0.895596203	1.485562112	2657	530	0.554768745	1	cat	0.973119955
UniRef90_P30855..Sensor.protein.EvgS	species2	HMP1-II	-1.269009613	1.473835779	2657	530	0.401866741	0.899582833	dog	0.973119955
UniRef90_P30897..Beta.lactamase	species2	HMP1-II	-0.018520243	0.0756239	2657	5	0.809733561	1	cat	0.973119955
UniRef90_P30897..Beta.lactamase	species2	cat	-0.007499262	0.018729872	2657	5	0.6890989	0.899582833	dog	0.973119955
UniRef90_P30897..Beta.lactamase	species2	HMP1-II	-0.026019505	0.074534081	2657	5	0.731921837	0.899582833	dog	0.973119955
UniRef90_P30898..Beta.lactamase	species2	cat	0.145979626	0.204189208	2657	435	0.475154518	0.899582833	dog	0.973119955
UniRef90_P31224..Multidrug.efflux.pump.subunit.AcrB	species2	HMP1-II	-1.466715986	2.111692981	2657	778	0.496760617	1	cat	0.973119955
UniRef90_P31224..Multidrug.efflux.pump.subunit.AcrB	species2	HMP1-II	-2.011148467	2.0987899	2657	778	0.351738875	0.899582833	dog	0.973119955
UniRef90_P32482..Chloramphenicol.resistance.protein	species2	HMP1-II	-0.097850936	0.296862872	2657	23	0.746497123	1	cat	0.973119955
UniRef90_P32482..Chloramphenicol.resistance.protein	species2	cat	-0.022067206	0.056720715	2657	23	0.697353425	0.899582833	dog	0.973119955
UniRef90_P32482..Chloramphenicol.resistance.protein	species2	HMP1-II	-0.119918142	0.294330153	2657	23	0.68994576	0.899582833	dog	0.973119955
UniRef90_P32714..Multidrug.resistance.outer.membrane.protein.MdtP	species2	HMP1-II	-1.245727164	1.811664442	2657	503	0.500973185	1	cat	0.973119955
UniRef90_P32714..Multidrug.resistance.outer.membrane.protein.MdtP	species2	cat	-0.22997975	0.325019617	2657	503	0.479372635	0.899582833	dog	0.973119955
UniRef90_P32714..Multidrug.resistance.outer.membrane.protein.MdtP	species2	HMP1-II	-1.475706915	1.798026612	2657	503	0.423461314	0.899582833	dog	0.973119955
UniRef90_P32715..Multidrug.resistance.protein.MdtO	species2	HMP1-II	-1.23538226	1.787787628	2657	690	0.499189747	1	cat	0.973119955
UniRef90_P32715..Multidrug.resistance.protein.MdtO	species2	HMP1-II	-2.011144984	1.772986525	2657	690	0.273379731	0.899582833	dog	0.973119955
UniRef90_P32716..Multidrug.resistance.protein.MdtN	species2	HMP1-II	-1.116903812	1.730247309	2657	708	0.527443642	1	cat	0.973119955
UniRef90_P32716..Multidrug.resistance.protein.MdtN	species2	HMP1-II	-1.904035322	1.717027352	2657	708	0.283751414	0.899582833	dog	0.973119955
UniRef90_P33941..ABC.transporter.ATP.binding.permease.protein.YojI	species2	HMP1-II	-1.261737898	1.758138337	2657	650	0.482651589	1	cat	0.973119955
UniRef90_P33941..ABC.transporter.ATP.binding.permease.protein.YojI	species2	HMP1-II	-1.718532409	1.745217623	2657	650	0.338839583	0.899582833	dog	0.973119955
UniRef90_P37636..Multidrug.resistance.protein.MdtE	species2	HMP1-II	-1.196171972	2.050103441	2657	790	0.567409016	1	cat	0.973119955
UniRef90_P37636..Multidrug.resistance.protein.MdtE	species2	HMP1-II	-2.191720868	2.035237296	2657	790	0.297301471	0.899582833	dog	0.973119955
UniRef90_P37637..Multidrug.resistance.protein.MdtF	species2	HMP1-II	-1.336871021	1.828811937	2657	712	0.47516335	1	cat	0.973119955
UniRef90_P37637..Multidrug.resistance.protein.MdtF	species2	HMP1-II	-1.983027497	1.814314704	2657	712	0.290745015	0.899582833	dog	0.973119955
UniRef90_P37639..HTH.type.transcriptional.regulator.GadX	species2	HMP1-II	-0.932637809	1.314759578	2657	488	0.48938459	1	cat	0.973119955
UniRef90_P37639..HTH.type.transcriptional.regulator.GadX	species2	HMP1-II	-1.609729263	1.298618522	2657	488	0.235699033	0.899582833	dog	0.973119955
UniRef90_P39386..Multidrug.resistance.protein.MdtM	species2	HMP1-II	-0.258376879	0.788433761	2657	209	0.74847884	1	cat	0.973119955
UniRef90_P39386..Multidrug.resistance.protein.MdtM	species2	HMP1-II	-0.579302426	0.775695679	2657	209	0.469522546	0.899582833	dog	0.973119955
UniRef90_P49417..Chloramphenicol.acetyltransferase	species2	cat	0.009634642	0.042516986	2657	41	0.820750498	0.899582833	dog	0.973119955
UniRef90_P50868..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.028405217	0.109944851	2657	14	0.801824628	1	cat	0.973119955
UniRef90_P50868..Chloramphenicol.acetyltransferase	species2	cat	-0.030018601	0.040098748	2657	14	0.456246839	0.899582833	dog	0.973119955
UniRef90_P50868..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.058423818	0.106324751	2657	14	0.597102369	0.899582833	dog	0.973119955
UniRef90_P51563..Tetracycline.resistance.protein..class.G	species2	HMP1-II	-0.426818083	0.666006759	2657	119	0.529569488	1	cat	0.973119955
UniRef90_P51563..Tetracycline.resistance.protein..class.G	species2	HMP1-II	-0.431195713	0.661990109	2657	119	0.52309646	0.899582833	dog	0.973119955
UniRef90_P51564..Tetracycline.resistance.protein..class.H	species2	HMP1-II	-0.004582033	0.028991334	2657	4	0.877561631	1	cat	0.973119955
UniRef90_P51564..Tetracycline.resistance.protein..class.H	species2	cat	-0.005167181	0.010831457	2657	4	0.634563529	0.899582833	dog	0.973119955
UniRef90_P51564..Tetracycline.resistance.protein..class.H	species2	HMP1-II	-0.009749213	0.027983894	2657	4	0.735537767	0.899582833	dog	0.973119955
UniRef90_P52599..Probable.multidrug.resistance.protein.EmrK	species2	HMP1-II	-0.971101528	1.604487085	2657	454	0.55304745	1	cat	0.973119955
UniRef90_P52599..Probable.multidrug.resistance.protein.EmrK	species2	HMP1-II	-1.37261759	1.594551422	2657	454	0.401633379	0.899582833	dog	0.973119955
UniRef90_P52600..Probable.multidrug.resistance.protein.EmrY	species2	HMP1-II	-0.750744438	1.499134222	2657	559	0.622946734	1	cat	0.973119955
UniRef90_P52600..Probable.multidrug.resistance.protein.EmrY	species2	HMP1-II	-1.125278351	1.487559463	2657	559	0.460015585	0.899582833	dog	0.973119955
UniRef90_P60753..Lipid.A.export.ATP.binding.permease.protein.MsbA	species2	HMP1-II	-1.204220743	1.957630856	2657	670	0.546573367	1	cat	0.973119955
UniRef90_P60753..Lipid.A.export.ATP.binding.permease.protein.MsbA	species2	cat	-0.363980011	0.308450186	2657	670	0.238205478	0.899582833	dog	0.973119955
UniRef90_P60753..Lipid.A.export.ATP.binding.permease.protein.MsbA	species2	HMP1-II	-1.568200756	1.946227326	2657	670	0.431689816	0.899582833	dog	0.973119955
UniRef90_P60933..Undecaprenyl.diphosphatase	species2	HMP1-II	-1.63998193	2.081152804	2657	643	0.441523549	1	cat	0.973119955
UniRef90_P60933..Undecaprenyl.diphosphatase	species2	cat	-0.300320203	0.355165057	2657	643	0.39797365	0.899582833	dog	0.973119955
UniRef90_P60933..Undecaprenyl.diphosphatase	species2	HMP1-II	-1.940302133	2.066962125	2657	643	0.361320929	0.899582833	dog	0.973119955
UniRef90_P62577..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.145193378	0.43685157	2657	33	0.746194582	1	cat	0.973119955
UniRef90_P62577..Chloramphenicol.acetyltransferase	species2	cat	-0.032284095	0.074345052	2657	33	0.664226925	0.899582833	dog	0.973119955
UniRef90_P62577..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.177477476	0.433889176	2657	33	0.690978227	0.899582833	dog	0.973119955
UniRef90_P62593..Beta.lactamase.TEM	species2	HMP1-II	-1.09265943	1.760650814	2657	287	0.543481503	1	cat	0.973119955
UniRef90_P62593..Beta.lactamase.TEM	species2	cat	-0.257436204	0.253093227	2657	287	0.309240629	0.899582833	dog	0.973119955
UniRef90_P62593..Beta.lactamase.TEM	species2	HMP1-II	-1.350095862	1.752088458	2657	287	0.452234062	0.899582833	dog	0.973119955
UniRef90_P69229..Transcriptional.regulatory.protein.BaeR	species2	HMP1-II	-1.020133572	1.402588297	2657	478	0.477451472	1	cat	0.973119955
UniRef90_P69229..Transcriptional.regulatory.protein.BaeR	species2	cat	-0.235081126	0.254257384	2657	478	0.355430391	0.899582833	dog	0.973119955
UniRef90_P69229..Transcriptional.regulatory.protein.BaeR	species2	HMP1-II	-1.255214737	1.391810324	2657	478	0.380757996	0.899582833	dog	0.973119955
UniRef90_P76373..UDP.glucose.6.dehydrogenase	species2	HMP1-II	-0.649252263	1.249240413	2657	359	0.610407653	1	cat	0.973119955
UniRef90_P76373..UDP.glucose.6.dehydrogenase	species2	HMP1-II	-0.985330366	1.238649529	2657	359	0.438370788	0.899582833	dog	0.973119955
UniRef90_P78218..Dihydrofolate.reductase.type.15	species2	HMP1-II	-0.247815464	0.782047236	2657	20	0.754899649	1	cat	0.973119955
UniRef90_P78218..Dihydrofolate.reductase.type.15	species2	HMP1-II	-0.252645904	0.781388686	2657	20	0.750101612	0.899582833	dog	0.973119955
UniRef90_P94902..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.285170934	1.224616155	2657	10	0.818365292	1	cat	0.973119955
UniRef90_P94902..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.285812583	1.224495583	2657	10	0.817947737	0.899582833	dog	0.973119955
UniRef90_P94958..Beta.lactamase	species2	cat	-0.008815092	0.013785632	2657	8	0.524547794	0.899582833	dog	0.973119955
UniRef90_P94958..Beta.lactamase	species2	HMP1-II	-0.013041267	0.028174347	2657	8	0.652838369	0.899582833	dog	0.973119955
UniRef90_Q00014..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-1.737349398	1.703919697	2657	223	0.322483978	0.899582833	dog	0.973119955
UniRef90_Q03170..Beta.lactamase.PSE.1	species2	HMP1-II	-0.036356573	0.154096426	2657	10	0.81695663	1	cat	0.973119955
UniRef90_Q03170..Beta.lactamase.PSE.1	species2	cat	-0.013797676	0.037111749	2657	10	0.710268325	0.899582833	dog	0.973119955
UniRef90_Q03170..Beta.lactamase.PSE.1	species2	HMP1-II	-0.05015425	0.151999622	2657	10	0.746621603	0.899582833	dog	0.973119955
UniRef90_Q08425..Tetracycline.resistance.protein.TetQ	species2	HMP1-II	5.270182772	4.543705741	2657	1810	0.261582377	0.899582833	dog	0.973119955
UniRef90_Q17U38..ABC.F.type.ribosomal.protection.protein.Msr.E.	species2	HMP1-II	-0.009513166	0.043616209	2657	4	0.830238009	1	cat	0.973119955
UniRef90_Q17U38..ABC.F.type.ribosomal.protection.protein.Msr.E.	species2	cat	-0.004206202	0.011216952	2657	4	0.707913502	0.899582833	dog	0.973119955
UniRef90_Q17U38..ABC.F.type.ribosomal.protection.protein.Msr.E.	species2	HMP1-II	-0.013719368	0.04293692	2657	4	0.753895568	0.899582833	dog	0.973119955
UniRef90_Q1MRZ1..Ribosomal.protection.tetracycline.resistance.protein	species2	cat	0.009120962	0.056412689	2657	79	0.87235805	0.934008796	dog	0.973119955
UniRef90_Q2G0B1..HTH.type.transcriptional.regulator.MgrA	species2	HMP1-II	-0.01225345	0.055481055	2657	3	0.828648374	1	cat	0.973119955
UniRef90_Q2G0B1..HTH.type.transcriptional.regulator.MgrA	species2	cat	-0.005295797	0.014130349	2657	3	0.708095331	0.899582833	dog	0.973119955
UniRef90_Q2G0B1..HTH.type.transcriptional.regulator.MgrA	species2	HMP1-II	-0.017549248	0.054634159	2657	3	0.753437293	0.899582833	dog	0.973119955
UniRef90_Q2PT27..Pentapeptide.repeat.protein.QnrB4	species2	cat	-0.002094681	0.003942623	2657	4	0.597527445	0.899582833	dog	0.973119955
UniRef90_Q2PT27..Pentapeptide.repeat.protein.QnrB4	species2	HMP1-II	-0.00270133	0.00680478	2657	4	0.701905134	0.899582833	dog	0.973119955
UniRef90_Q45778..NimC.protein	species2	HMP1-II	0.018041217	0.037479504	2657	12	0.633924984	1	cat	0.973119955
UniRef90_Q45778..NimC.protein	species2	cat	-0.016019042	0.02359338	2657	12	0.498514855	0.899582833	dog	0.973119955
UniRef90_Q45801..NimA.protein	species2	HMP1-II	-0.024015088	0.128169407	2657	38	0.853361707	1	cat	0.973119955
UniRef90_Q45801..NimA.protein	species2	cat	-0.073460009	0.072654524	2657	38	0.314657182	0.899582833	dog	0.973119955
UniRef90_Q45801..NimA.protein	species2	HMP1-II	-0.097475091	0.11605251	2657	38	0.414797539	0.899582833	dog	0.973119955
UniRef90_Q46194..23S.rRNA.methlyase	species2	HMP1-II	0.480223807	2.315345183	2657	507	0.838072077	1	cat	0.973119955
UniRef90_Q46194..23S.rRNA.methlyase	species2	HMP1-II	-2.622282058	2.310444822	2657	507	0.271735883	0.899582833	dog	0.973119955
UniRef90_Q46306..Tetracycline.resistance.protein.TetP	species2	HMP1-II	0.990302522	3.421711951	2657	1417	0.775599714	1	cat	0.973119955
UniRef90_Q47696..Macrolide.phosphotransferase.K	species2	HMP1-II	-0.23012254	0.551001408	2657	52	0.682132302	1	cat	0.973119955
UniRef90_Q47696..Macrolide.phosphotransferase.K	species2	cat	-0.029720477	0.076201196	2657	52	0.696570272	0.899582833	dog	0.973119955
UniRef90_Q47696..Macrolide.phosphotransferase.K	species2	HMP1-II	-0.259842984	0.548516891	2657	52	0.642643046	0.899582833	dog	0.973119955
UniRef90_Q47749..D.alanyl.D.alanine.dipeptidase	species2	HMP1-II	-0.006373678	0.04040157	2657	3	0.876738755	1	cat	0.973119955
UniRef90_Q47749..D.alanyl.D.alanine.dipeptidase	species2	cat	-0.0041324	0.012181969	2657	3	0.73478333	0.899582833	dog	0.973119955
UniRef90_Q47749..D.alanyl.D.alanine.dipeptidase	species2	HMP1-II	-0.010506078	0.039522935	2657	3	0.794226088	0.899582833	dog	0.973119955
UniRef90_Q47764..Aac.6.apos...Ii.protein	species2	HMP1-II	-0.382906169	1.005143088	2657	89	0.717603451	1	cat	0.973119955
UniRef90_Q47764..Aac.6.apos...Ii.protein	species2	cat	-0.028095982	0.111205873	2657	89	0.800573762	0.899582833	dog	0.973119955
UniRef90_Q47764..Aac.6.apos...Ii.protein	species2	HMP1-II	-0.411002151	1.002215631	2657	89	0.697485435	0.899582833	dog	0.973119955
UniRef90_Q47810..Tetracycline.resistance.protein.TetM.from.transposon.TnFO1	species2	HMP1-II	1.125055816	2.010122699	2657	1001	0.583710968	1	cat	0.973119955
UniRef90_Q48712..Tetracycline.resistance.protein.TetS	species2	HMP1-II	-0.021659106	0.081638335	2657	13	0.797886307	1	cat	0.973119955
UniRef90_Q48712..Tetracycline.resistance.protein.TetS	species2	cat	-0.014676277	0.025057911	2657	13	0.559362835	0.899582833	dog	0.973119955
UniRef90_Q48712..Tetracycline.resistance.protein.TetS	species2	HMP1-II	-0.036335379	0.079794051	2657	13	0.662600826	0.899582833	dog	0.973119955
UniRef90_Q4PZA5..Sensor.histidine.kinase	species2	HMP1-II	-0.010264555	0.062416473	2657	4	0.871484596	1	cat	0.973119955
UniRef90_Q4PZA5..Sensor.histidine.kinase	species2	cat	-0.005817509	0.017813307	2657	4	0.744257436	0.899582833	dog	0.973119955
UniRef90_Q4PZA5..Sensor.histidine.kinase	species2	HMP1-II	-0.016082065	0.061208413	2657	4	0.796401192	0.899582833	dog	0.973119955
UniRef90_Q4U1X5..Chloramphenicol.transporter	species2	HMP1-II	-0.106982849	0.320683993	2657	21	0.743459386	1	cat	0.973119955
UniRef90_Q4U1X5..Chloramphenicol.transporter	species2	cat	-0.018665582	0.054458773	2657	21	0.731861144	0.899582833	dog	0.973119955
UniRef90_Q4U1X5..Chloramphenicol.transporter	species2	HMP1-II	-0.125648432	0.318518515	2657	21	0.699118478	0.899582833	dog	0.973119955
UniRef90_Q4VDP2..AacA4	species2	cat	-0.003763134	0.005764912	2657	3	0.513964174	0.899582833	dog	0.973119955
UniRef90_Q4VDP2..AacA4	species2	HMP1-II	-0.003763134	0.006991817	2657	3	0.590470469	0.899582833	dog	0.973119955
UniRef90_Q51348..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.433434626	0.810686304	2657	70	0.600265299	1	cat	0.973119955
UniRef90_Q51348..Streptomycin.3.apos..apos..adenylyltransferase	species2	cat	-0.036173683	0.0971522	2657	70	0.709679772	0.899582833	dog	0.973119955
UniRef90_Q51348..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.46960831	0.807925507	2657	70	0.569296402	0.899582833	dog	0.973119955
UniRef90_Q56415..Glutathione.transferase.FosA	species2	cat	-0.021648003	0.034953105	2657	12	0.536983557	0.899582833	dog	0.973119955
UniRef90_Q56415..Glutathione.transferase.FosA	species2	HMP1-II	-0.025036082	0.094849388	2657	12	0.79680637	0.899582833	dog	0.973119955
UniRef90_Q57509..Beta.lactamase	species2	cat	0.047204801	0.083992854	2657	136	0.575703164	0.899582833	dog	0.973119955
UniRef90_Q5XBB2..Macrolide.efflux.protein.A	species2	HMP1-II	-0.771358238	0.936970585	2657	533	0.423013537	1	cat	0.973119955
UniRef90_Q69HW3..Membrane.fusion.protein.OqxA	species2	HMP1-II	-0.064988428	0.331516719	2657	47	0.847566868	1	cat	0.973119955
UniRef90_Q69HW3..Membrane.fusion.protein.OqxA	species2	cat	-0.102370588	0.088486957	2657	47	0.248378762	0.899582833	dog	0.973119955
UniRef90_Q69HW3..Membrane.fusion.protein.OqxA	species2	HMP1-II	-0.167359014	0.325939654	2657	47	0.616575071	0.899582833	dog	0.973119955
UniRef90_Q6WRY8..Response.regulator	species2	cat	0.013393621	0.025714564	2657	16	0.602541867	0.899582833	dog	0.973119955
UniRef90_Q6XL56..Class.D.beta.lactamase	species2	HMP1-II	-1.324591794	3.211219276	2657	408	0.685074596	1	cat	0.973119955
UniRef90_Q6XL56..Class.D.beta.lactamase	species2	HMP1-II	-2.749871212	3.205589781	2657	408	0.402851088	0.899582833	dog	0.973119955
UniRef90_Q70E71..Aminoglycoside.N.6.apos...acetyltransferase	species2	HMP1-II	-0.215624934	0.99157632	2657	3	0.830096009	1	cat	0.973119955
UniRef90_Q70E71..Aminoglycoside.N.6.apos...acetyltransferase	species2	HMP1-II	-0.215785693	0.991543628	2657	3	0.829966206	0.902979391	dog	0.973119955
UniRef90_Q76G15..16S.rRNA..guanine.1405..N.7...methyltransferase	species2	HMP1-II	-0.014131561	0.05936415	2657	6	0.814692285	1	cat	0.973119955
