"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"466","UniRef90_P02983..Tetracycline.resistance.protein","species","human",-0.127450756081231,0.54297166818776,2874,10,0.817680667904465,0.999999999999965,"cat",0.967292784083698
"467","UniRef90_P02983..Tetracycline.resistance.protein","species","human",-0.129346670437561,0.542602167301578,2874,10,0.81490772117861,0.889964893625043,"dog",0.967292784083698
"468","UniRef90_P05058..Kanamycin.nucleotidyltransferase","species","human",-0.159750861854488,0.181915119461653,2874,35,0.395874037216471,0.999999999999965,"cat",0.967292784083698
"469","UniRef90_P05058..Kanamycin.nucleotidyltransferase","species","human",-0.046834963793638,0.177583505287436,2874,35,0.796460437059947,0.889964893625043,"dog",0.967292784083698
"470","UniRef90_P05192..Beta.lactamase","species","dog",0.0124648283187408,0.011789829484437,2874,8,0.302459833596059,0.999999999999965,"cat",0.967292784083698
"471","UniRef90_P05192..Beta.lactamase","species","human",-0.0126057721790847,0.0145206561932812,2874,8,0.433630546687534,0.889964893625043,"dog",0.967292784083698
"472","UniRef90_P05193..Beta.lactamase","species","dog",0.124280911286764,0.121475043906727,2874,104,0.306691225976425,0.999999999999965,"cat",0.967292784083698
"473","UniRef90_P05193..Beta.lactamase","species","human",-0.214098503869804,0.565654275268009,2874,104,0.709858603752147,0.999999999999965,"cat",0.967292784083698
"474","UniRef90_P05193..Beta.lactamase","species","human",-0.338379414771468,0.559155756085088,2874,104,0.553582211034937,0.889964893625043,"dog",0.967292784083698
"475","UniRef90_P05364..Beta.lactamase","species","dog",0.0146355538111609,0.0214024530551163,2874,10,0.495831413119097,0.999999999999965,"cat",0.967292784083698
"476","UniRef90_P05364..Beta.lactamase","species","human",-0.0107332596107702,0.0529307341262668,2874,10,0.843017319770064,0.89243557644624,"dog",0.967292784083698
"477","UniRef90_P06107..Lincosamide.resistance.protein","species","human",-1.76104052432345,1.6958420380281,2874,349,0.31688826897405,0.889964893625043,"dog",0.967292784083698
"478","UniRef90_P06135..Chloramphenicol.acetyltransferase","species","dog",0.00479657521794019,0.0103201333855194,2874,5,0.643041456580586,0.999999999999965,"cat",0.967292784083698
"479","UniRef90_P06135..Chloramphenicol.acetyltransferase","species","human",-0.00840984860750882,0.0250836335021907,2874,5,0.742649596511375,0.889964893625043,"dog",0.967292784083698
"480","UniRef90_P07641..Chloramphenicol.acetyltransferase","species","dog",0.0252233873098607,0.0221002370474548,2874,17,0.259897732726436,0.999999999999965,"cat",0.967292784083698
"481","UniRef90_P07641..Chloramphenicol.acetyltransferase","species","human",-0.0285241700126851,0.0317071710129281,2874,17,0.399673079146938,0.889964893625043,"dog",0.967292784083698
"482","UniRef90_P08988..Aminoglycoside.N.3..acetyltransferase.IV","species","dog",0.026011146050199,0.041360154861643,2874,31,0.529796800371779,0.999999999999965,"cat",0.967292784083698
"483","UniRef90_P08988..Aminoglycoside.N.3..acetyltransferase.IV","species","human",-0.0631549126972431,0.166046341752111,2874,31,0.70842234077176,0.999999999999965,"cat",0.967292784083698
"484","UniRef90_P08988..Aminoglycoside.N.3..acetyltransferase.IV","species","human",-0.0891660587686386,0.16345743345362,2874,31,0.592905480619795,0.889964893625043,"dog",0.967292784083698
"485","UniRef90_P09885..Aminoglycoside.3.apos..phosphotransferase","species","dog",0.00538139571630933,0.0117085578805292,2874,6,0.646505608784657,0.999999999999965,"cat",0.967292784083698
"486","UniRef90_P09885..Aminoglycoside.3.apos..phosphotransferase","species","human",-0.00546108132836037,0.0331142930171348,2874,6,0.871084534618079,0.999999999999965,"cat",0.967292784083698
"487","UniRef90_P09885..Aminoglycoside.3.apos..phosphotransferase","species","human",-0.0108424781658521,0.0320135026996402,2874,6,0.73973421519868,0.889964893625043,"dog",0.967292784083698
"488","UniRef90_P0A0C2..Bifunctional.AAC.APH","species","dog",0.209427869353363,0.164967225084458,2874,222,0.204361922992236,0.988017485962466,"cat",0.967292784083698
"489","UniRef90_P0A0C2..Bifunctional.AAC.APH","species","human",-0.521603498732962,2.85971353967713,2874,222,0.857094989748314,0.999999999999965,"cat",0.967292784083698
"490","UniRef90_P0A0C2..Bifunctional.AAC.APH","species","human",-0.731031379454935,2.85728030668127,2874,222,0.800671824810016,0.889964893625043,"dog",0.967292784083698
"491","UniRef90_P0A0D0..Streptomycin.3.apos..apos..adenylyltransferase","species","dog",0.00902431814502659,0.011490431147178,2874,5,0.435413560477365,0.999999999999965,"cat",0.967292784083698
"492","UniRef90_P0A0D0..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.0053768956085101,0.0269237198248791,2874,5,0.845969204198811,0.999999999999965,"cat",0.967292784083698
"493","UniRef90_P0A0D0..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.0144012137528279,0.0255416546063766,2874,5,0.588147916459869,0.889964893625043,"dog",0.967292784083698
"494","UniRef90_P0A0H1..rRNA.adenine.N.6.methyltransferase","species","dog",0.010882643802115,0.0152391783000097,2874,5,0.477417370719183,0.999999999999965,"cat",0.967292784083698
"495","UniRef90_P0A0H1..rRNA.adenine.N.6.methyltransferase","species","human",-0.00614627334741598,0.0350842945015452,2874,5,0.863810076114583,0.999999999999965,"cat",0.967292784083698
"496","UniRef90_P0A0H1..rRNA.adenine.N.6.methyltransferase","species","human",-0.0170289170658463,0.0332065282205224,2874,5,0.618741350903565,0.889964893625043,"dog",0.967292784083698
"497","UniRef90_P0A1V9..Beta.lactamase.OXA.2","species","dog",0.0108018403922352,0.0325937349587102,2874,20,0.740444093688458,0.999999999999965,"cat",0.967292784083698
"498","UniRef90_P0A1V9..Beta.lactamase.OXA.2","species","human",-0.0367771077452465,0.151591843901903,2874,20,0.810891639618801,0.999999999999965,"cat",0.967292784083698
"499","UniRef90_P0A1V9..Beta.lactamase.OXA.2","species","human",-0.0475789481406406,0.149846006197526,2874,20,0.754425764327803,0.889964893625043,"dog",0.967292784083698
"500","UniRef90_P0A256..Aminoglycoside.N.3..acetyltransferase.III","species","dog",0.0479800301227122,0.0967897020640621,2874,86,0.62014866371914,0.999999999999965,"cat",0.967292784083698
"501","UniRef90_P0A256..Aminoglycoside.N.3..acetyltransferase.III","species","human",-0.326022110123501,0.795423242272832,2874,86,0.686778843881145,0.999999999999965,"cat",0.967292784083698
"502","UniRef90_P0A256..Aminoglycoside.N.3..acetyltransferase.III","species","human",-0.374002140207802,0.792477401299343,2874,86,0.642768474928483,0.889964893625043,"dog",0.967292784083698
"503","UniRef90_P0A3M4..Beta.lactamase.OXA.9","species","dog",0.00553993866902096,0.0109714459642,2874,4,0.616497227246842,0.999999999999965,"cat",0.967292784083698
"504","UniRef90_P0A3M4..Beta.lactamase.OXA.9","species","human",-0.00688580163374791,0.0180802494690638,2874,4,0.716517799427925,0.889964893625043,"dog",0.967292784083698
"505","UniRef90_P0A3Y5..Aminoglycoside.3.apos..phosphotransferase","species","human",2.23255684890034,2.67012637061615,2874,980,0.413650236707657,0.999999999999965,"cat",0.967292784083698
"506","UniRef90_P0A3Y5..Aminoglycoside.3.apos..phosphotransferase","species","human",2.20293165857394,2.65250651190706,2874,980,0.416985515846728,0.889964893625043,"dog",0.967292784083698
"507","UniRef90_P0A4K7..Tetracycline.resistance.protein","species","human",-0.360474213040263,2.03347257376358,2874,259,0.861699646819988,0.999999999999965,"cat",0.967292784083698
"508","UniRef90_P0A4K7..Tetracycline.resistance.protein","species","human",-1.37487762196866,2.02965403908667,2874,259,0.508682348105579,0.889964893625043,"dog",0.967292784083698
"509","UniRef90_P0AA22..Putative.ethidium.bromide.resistance.protein","species","dog",0.0564736197721148,0.153080861481337,2874,173,0.712226158801055,0.999999999999965,"cat",0.967292784083698
"510","UniRef90_P0AA22..Putative.ethidium.bromide.resistance.protein","species","human",-0.647287367506113,1.40241714310797,2874,173,0.65031708122489,0.999999999999965,"cat",0.967292784083698
"511","UniRef90_P0AA22..Putative.ethidium.bromide.resistance.protein","species","human",-0.703760992481403,1.39822376049629,2874,173,0.621337327606136,0.889964893625043,"dog",0.967292784083698
"512","UniRef90_P0ABQ7..Dihydrofolate.reductase.type.8","species","human",-0.0614544085199861,0.10923210229818,2874,19,0.583290289549667,0.889964893625043,"dog",0.967292784083698
"513","UniRef90_P0AC11..Dihydropteroate.synthase.type.2","species","human",1.45336332155143,1.93185300219839,2874,538,0.46093476831742,0.999999999999965,"cat",0.967292784083698
"514","UniRef90_P0AC11..Dihydropteroate.synthase.type.2","species","human",-0.950631236216237,1.92019493136061,2874,538,0.626259378204711,0.889964893625043,"dog",0.967292784083698
"515","UniRef90_P0ACH6..Multiple.antibiotic.resistance.protein.MarA","species","human",-1.1702979801898,1.89730178329946,2874,549,0.545196099663928,0.999999999999965,"cat",0.967292784083698
"516","UniRef90_P0ACH6..Multiple.antibiotic.resistance.protein.MarA","species","human",-1.71770003903805,1.88278249444333,2874,549,0.374178936453202,0.889964893625043,"dog",0.967292784083698
"517","UniRef90_P0ACK0..cAMP.activated.global.transcriptional.regulator.CRP","species","dog",0.538682165290368,0.392368327923054,2874,782,0.170074135588576,0.870212660428216,"cat",0.967292784083698
"518","UniRef90_P0ACK0..cAMP.activated.global.transcriptional.regulator.CRP","species","human",-1.63229560042734,2.24590949964997,2874,782,0.476777007893655,0.999999999999965,"cat",0.967292784083698
"519","UniRef90_P0ACK0..cAMP.activated.global.transcriptional.regulator.CRP","species","human",-2.17097776364388,2.22888745308077,2874,782,0.343408279925415,0.889964893625043,"dog",0.967292784083698
"520","UniRef90_P0ACS1..Transcriptional.repressor.MprA","species","dog",0.433419628674224,0.312698719564786,2874,713,0.165988075874471,0.86370066599089,"cat",0.967292784083698
"521","UniRef90_P0ACS1..Transcriptional.repressor.MprA","species","human",-1.39944373054604,1.86978624283622,2874,713,0.463760368570891,0.999999999999965,"cat",0.967292784083698
"522","UniRef90_P0ACS1..Transcriptional.repressor.MprA","species","human",-1.83286335934984,1.85679689823479,2874,713,0.336865062287416,0.889964893625043,"dog",0.967292784083698
"523","UniRef90_P0ACT3..Probable.acrEF.envCD.operon.repressor","species","human",-1.17637079460815,2.01841545749611,2874,675,0.567129609757227,0.999999999999965,"cat",0.967292784083698
"524","UniRef90_P0ACT3..Probable.acrEF.envCD.operon.repressor","species","human",-1.908536176736,2.00377993686922,2874,675,0.353595383932513,0.889964893625043,"dog",0.967292784083698
"525","UniRef90_P0ACZ6..DNA.binding.transcriptional.activator.EvgA","species","dog",0.446137122000059,0.33782642992371,2874,663,0.186849506505979,0.925206427376382,"cat",0.967292784083698
"526","UniRef90_P0ACZ6..DNA.binding.transcriptional.activator.EvgA","species","human",-1.37924644844731,2.162985339515,2874,663,0.531611902486863,0.999999999999965,"cat",0.967292784083698
"527","UniRef90_P0ACZ6..DNA.binding.transcriptional.activator.EvgA","species","human",-1.82538357546931,2.14986833830544,2874,663,0.407079623856826,0.889964893625043,"dog",0.967292784083698
"528","UniRef90_P0AD63..Beta.lactamase.SHV.1","species","dog",0.0498390268025714,0.0430819144773754,2874,24,0.251654641928567,0.999999999999965,"cat",0.967292784083698
"529","UniRef90_P0AD63..Beta.lactamase.SHV.1","species","human",-0.0584701113910299,0.105718310612773,2874,24,0.595788812696872,0.889964893625043,"dog",0.967292784083698
"530","UniRef90_P0AE04..2.apos..apos..aminoglycoside.nucleotidyltransferase","species","human",-0.123509261798891,0.672167363197195,2874,189,0.856160028429995,0.999999999999965,"cat",0.967292784083698
"531","UniRef90_P0AE04..2.apos..apos..aminoglycoside.nucleotidyltransferase","species","human",-0.564677430536952,0.666362532127449,2874,189,0.407651467720185,0.889964893625043,"dog",0.967292784083698
"532","UniRef90_P0AE07..Multidrug.efflux.pump.subunit.AcrA","species","human",-1.25903245965224,1.92644606076211,2874,761,0.521806599418952,0.999999999999965,"cat",0.967292784083698
"533","UniRef90_P0AE07..Multidrug.efflux.pump.subunit.AcrA","species","human",-1.93419526183633,1.91232869140699,2874,761,0.325801161879225,0.889964893625043,"dog",0.967292784083698
"534","UniRef90_P0AE84..Sensor.protein.CpxA","species","dog",0.515344351592761,0.392477201485642,2874,928,0.189436414365698,0.930511667364307,"cat",0.967292784083698
"535","UniRef90_P0AE84..Sensor.protein.CpxA","species","human",-1.5875434068472,2.27459355537248,2874,928,0.494011428519525,0.999999999999965,"cat",0.967292784083698
"536","UniRef90_P0AE84..Sensor.protein.CpxA","species","human",-2.1028877585697,2.25777601628183,2874,928,0.364130954829201,0.889964893625043,"dog",0.967292784083698
"537","UniRef90_P0AEJ1..Multidrug.export.protein.EmrB","species","dog",0.410797791613272,0.340272236755414,2874,788,0.227662753328928,0.999999999999965,"cat",0.967292784083698
"538","UniRef90_P0AEJ1..Multidrug.export.protein.EmrB","species","human",-1.34200298502861,1.79596662331854,2874,788,0.464658102365099,0.999999999999965,"cat",0.967292784083698
"539","UniRef90_P0AEJ1..Multidrug.export.protein.EmrB","species","human",-1.75280082287655,1.77995128783102,2874,788,0.338327941517251,0.889964893625043,"dog",0.967292784083698
"540","UniRef90_P0AEZ0..Multidrug.transporter.MdfA","species","human",-1.51148631380565,2.23162940879477,2874,752,0.506781517494761,0.999999999999965,"cat",0.967292784083698
"541","UniRef90_P0AEZ0..Multidrug.transporter.MdfA","species","human",-2.09589624354303,2.21679268623747,2874,752,0.357173135322042,0.889964893625043,"dog",0.967292784083698
"542","UniRef90_P0AG05..Streptomycin.3.apos..apos..adenylyltransferase","species","dog",0.0408683941570647,0.105800425407073,2874,111,0.699344799542153,0.999999999999965,"cat",0.967292784083698
"543","UniRef90_P0AG05..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.30788604713095,0.791886436851018,2874,111,0.704476818352665,0.999999999999965,"cat",0.967292784083698
"544","UniRef90_P0AG05..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.348754372000454,0.788359541862338,2874,111,0.666495837065272,0.889964893625043,"dog",0.967292784083698
"545","UniRef90_P0AG06..Streptomycin.3.apos..apos..adenylyltransferase","species","dog",0.0447475057813341,0.109671162967967,2874,99,0.683327688528332,0.999999999999965,"cat",0.967292784083698
"546","UniRef90_P0AG06..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.293061369030024,0.772867578734608,2874,99,0.711388791625572,0.999999999999965,"cat",0.967292784083698
"547","UniRef90_P0AG06..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.337808874608285,0.768991357640236,2874,99,0.668659929850029,0.889964893625043,"dog",0.967292784083698
"548","UniRef90_P0AGC9..Quaternary.ammonium.compound.resistance.protein.QacE","species","dog",0.0528115785934091,0.146192086332003,2874,153,0.717947503544537,0.999999999999965,"cat",0.967292784083698
"549","UniRef90_P0AGC9..Quaternary.ammonium.compound.resistance.protein.QacE","species","human",-0.694568781052183,1.34030385225445,2874,153,0.611124445819237,0.999999999999965,"cat",0.967292784083698
"550","UniRef90_P0AGC9..Quaternary.ammonium.compound.resistance.protein.QacE","species","human",-0.747380358392823,1.33630192805645,2874,153,0.583492560665324,0.889964893625043,"dog",0.967292784083698
"551","UniRef90_P0C002..Dihydropteroate.synthase.type.1","species","dog",0.0775942689971917,0.147856903841357,2874,204,0.599774305236205,0.999999999999965,"cat",0.967292784083698
"552","UniRef90_P0C002..Dihydropteroate.synthase.type.1","species","human",-0.703449762458269,1.47843157544753,2874,204,0.640229376595303,0.999999999999965,"cat",0.967292784083698
"553","UniRef90_P0C002..Dihydropteroate.synthase.type.1","species","human",-0.781044030740426,1.47471024917147,2874,204,0.60324120068925,0.889964893625043,"dog",0.967292784083698
"554","UniRef90_P10337..rRNA.adenine.N.6.methyltransferase","species","dog",0.312742480545665,0.240069134960959,2874,350,0.193085347466471,0.940907963050898,"cat",0.967292784083698
"555","UniRef90_P10738..rRNA.adenine.N.6.methyltransferase","species","human",1.59684127179672,3.08967077562049,2874,1199,0.611994229697377,0.889964893625043,"dog",0.967292784083698
"556","UniRef90_P10952..Tetracycline.resistance.protein.TetO","species","human",-0.677096619900782,1.66601276647612,2874,2804,0.689491270334269,0.999999999999965,"cat",0.967292784083698
"557","UniRef90_P10952..Tetracycline.resistance.protein.TetO","species","human",-2.05453492825877,1.65726723464474,2874,2804,0.232192668699744,0.889964893625043,"dog",0.967292784083698
"558","UniRef90_P11504..Chloramphenicol.acetyltransferase","species","dog",0.0199752788453111,0.0507305296194835,2874,33,0.693929138186495,0.999999999999965,"cat",0.967292784083698
"559","UniRef90_P11504..Chloramphenicol.acetyltransferase","species","human",0.0664982354488704,0.246472836723586,2874,33,0.791825927629113,0.999999999999965,"cat",0.967292784083698
"560","UniRef90_P11504..Chloramphenicol.acetyltransferase","species","human",0.046522956791302,0.243875258653882,2874,33,0.851963989381513,0.893160043885431,"dog",0.967292784083698
"561","UniRef90_P11731..Dihydrofolate.reductase.type.5","species","dog",0.0248275528342601,0.0361912847558448,2874,22,0.494188887380407,0.999999999999965,"cat",0.967292784083698
"562","UniRef90_P11731..Dihydrofolate.reductase.type.5","species","human",-0.0357484054885664,0.117130729664321,2874,22,0.767594283801578,0.999999999999965,"cat",0.967292784083698
"563","UniRef90_P11731..Dihydrofolate.reductase.type.5","species","human",-0.0605759580456758,0.11424234266721,2874,22,0.610668514220689,0.889964893625043,"dog",0.967292784083698
"564","UniRef90_P13018..Streptothricin.acetyltransferase","species","dog",0.0159351607903529,0.0200426143085678,2874,13,0.428817461274293,0.999999999999965,"cat",0.967292784083698
"565","UniRef90_P13018..Streptothricin.acetyltransferase","species","human",-0.0106378986105624,0.0450348441910987,2874,13,0.817381813828926,0.889964893625043,"dog",0.967292784083698
"566","UniRef90_P13081..Bleomycin.resistance.protein","species","dog",0.0194778602258649,0.0300485663212321,2874,16,0.518075879975837,0.999999999999965,"cat",0.967292784083698
"567","UniRef90_P13081..Bleomycin.resistance.protein","species","human",-0.0166778649615865,0.0798418002595771,2874,16,0.837221349348248,0.999999999999965,"cat",0.967292784083698
"568","UniRef90_P13081..Bleomycin.resistance.protein","species","human",-0.0361557251165127,0.0767834400200205,2874,16,0.644970917546446,0.889964893625043,"dog",0.967292784083698
"569","UniRef90_P13082..Streptomycin.3.apos..apos..kinase","species","dog",0.0119873515332506,0.018722507987492,2874,8,0.524048100946503,0.999999999999965,"cat",0.967292784083698
"570","UniRef90_P13082..Streptomycin.3.apos..apos..kinase","species","human",-0.0164028037182431,0.0350693953212342,2874,8,0.648927654589769,0.889964893625043,"dog",0.967292784083698
"571","UniRef90_P13661..Beta.lactamase.OXA.1","species","dog",0.0227086419115504,0.0417108847397483,2874,17,0.586835319250075,0.999999999999965,"cat",0.967292784083698
"572","UniRef90_P13661..Beta.lactamase.OXA.1","species","human",-0.0290535481113403,0.13704341904066,2874,17,0.835711944444778,0.889964893625043,"dog",0.967292784083698
"573","UniRef90_P13956..rRNA.adenine.N.6.methyltransferase","species","dog",0.0251778778693025,0.0487647156639783,2874,18,0.606012682380576,0.999999999999965,"cat",0.967292784083698
"574","UniRef90_P13956..rRNA.adenine.N.6.methyltransferase","species","human",-0.0333339288089404,0.177965699107991,2874,18,0.853535098671112,0.999999999999965,"cat",0.967292784083698
"575","UniRef90_P13956..rRNA.adenine.N.6.methyltransferase","species","human",-0.0585118066883672,0.174575333226977,2874,18,0.741656499995224,0.889964893625043,"dog",0.967292784083698
"576","UniRef90_P14559..Beta.lactamase","species","dog",0.00550525829805589,0.0146565247553098,2874,4,0.707827410865224,0.999999999999965,"cat",0.967292784083698
"577","UniRef90_P14559..Beta.lactamase","species","human",-0.0104539558022358,0.0381786683239139,2874,4,0.788156084296588,0.889964893625043,"dog",0.967292784083698
"578","UniRef90_P16898..rRNA.adenine.N.6.methyltransferase","species","human",-0.108002115737369,0.720559442488784,2874,131,0.883576350284442,0.999999999999965,"cat",0.967292784083698
"579","UniRef90_P16898..rRNA.adenine.N.6.methyltransferase","species","human",-0.500813030014072,0.713638766852653,2874,131,0.497939941697044,0.889964893625043,"dog",0.967292784083698
"580","UniRef90_P19650..Aminoglycoside.N.6.apos...acetyltransferase.type.1","species","dog",0.0370273896935474,0.0543691583281497,2874,18,0.497823455855093,0.999999999999965,"cat",0.967292784083698
"581","UniRef90_P19650..Aminoglycoside.N.6.apos...acetyltransferase.type.1","species","human",-0.0533046032835705,0.143620934978829,2874,18,0.719532414245282,0.889964893625043,"dog",0.967292784083698
"582","UniRef90_P21866..KDP.operon.transcriptional.regulatory.protein.KdpE","species","dog",0.262162938713522,0.307164175008694,2874,617,0.393532917873611,0.999999999999965,"cat",0.967292784083698
"583","UniRef90_P21866..KDP.operon.transcriptional.regulatory.protein.KdpE","species","human",-1.38401742296322,1.96300708251139,2874,617,0.489630846010168,0.999999999999965,"cat",0.967292784083698
"584","UniRef90_P21866..KDP.operon.transcriptional.regulatory.protein.KdpE","species","human",-1.64618036131537,1.95105890159198,2874,617,0.409917543026632,0.889964893625043,"dog",0.967292784083698
"585","UniRef90_P22615..Chloramphenicol.acetyltransferase.2","species","dog",0.00627156575466376,0.011881519573864,2874,7,0.598887267359836,0.999999999999965,"cat",0.967292784083698
"586","UniRef90_P22615..Chloramphenicol.acetyltransferase.2","species","human",-0.0103353030438137,0.0272585063258164,2874,7,0.71100569424301,0.889964893625043,"dog",0.967292784083698
"587","UniRef90_P22782..Chloramphenicol.acetyltransferase","species","dog",0.0458992554818224,0.116051974985825,2874,101,0.69262931459608,0.999999999999965,"cat",0.967292784083698
"588","UniRef90_P23895..Multidrug.transporter.EmrE","species","human",-0.280997557387282,0.97545881839033,2874,257,0.776808466363542,0.999999999999965,"cat",0.967292784083698
"589","UniRef90_P23895..Multidrug.transporter.EmrE","species","human",-0.733317665094302,0.961624622483801,2874,257,0.456764572756743,0.889964893625043,"dog",0.967292784083698
"590","UniRef90_P24017..Outer.membrane.protein.A","species","dog",0.0630740050663929,0.053334877969253,2874,34,0.243201378861847,0.999999999999965,"cat",0.967292784083698
"591","UniRef90_P24017..Outer.membrane.protein.A","species","human",-0.0461528803008819,0.124153133040674,2874,34,0.723161822091506,0.889964893625043,"dog",0.967292784083698
"592","UniRef90_P24177..Probable.aminoglycoside.efflux.pump","species","human",-1.42100289200818,2.22574911927392,2874,878,0.53109308652715,0.999999999999965,"cat",0.967292784083698
"593","UniRef90_P24177..Probable.aminoglycoside.efflux.pump","species","human",-1.99677548903173,2.21200000078927,2874,878,0.378667050083922,0.889964893625043,"dog",0.967292784083698
"594","UniRef90_P24180..Multidrug.export.protein.AcrE","species","human",-1.24457485044582,2.00222456700779,2874,891,0.541986334617963,0.999999999999965,"cat",0.967292784083698
"595","UniRef90_P24180..Multidrug.export.protein.AcrE","species","human",-2.12928843588615,1.98755074127898,2874,891,0.298526405016011,0.889964893625043,"dog",0.967292784083698
"596","UniRef90_P24181..Multidrug.export.protein.AcrF","species","dog",0.513214714227529,0.386373287800605,2874,870,0.184391993772179,0.925206427376382,"cat",0.967292784083698
"597","UniRef90_P24181..Multidrug.export.protein.AcrF","species","human",-1.42539380579845,2.13999036966168,2874,870,0.513807547774743,0.999999999999965,"cat",0.967292784083698
"598","UniRef90_P24181..Multidrug.export.protein.AcrF","species","human",-1.93860851956602,2.12266775324492,2874,870,0.373505061439433,0.889964893625043,"dog",0.967292784083698
"599","UniRef90_P25910..Metallo.beta.lactamase.type.2","species","dog",0.00566926522589887,0.0115945523657766,2874,10,0.624907798576194,0.999999999999965,"cat",0.967292784083698
"600","UniRef90_P26825..Chloramphenicol.acetyltransferase","species","dog",0.0113131237375557,0.0272639083940812,2874,12,0.678539025778369,0.999999999999965,"cat",0.967292784083698
"601","UniRef90_P27303..Multidrug.export.protein.EmrA","species","human",-1.61228161082553,2.2098255542639,2874,791,0.47495852461183,0.999999999999965,"cat",0.967292784083698
"602","UniRef90_P27303..Multidrug.export.protein.EmrA","species","human",-2.29578595031908,2.19519701767429,2874,791,0.309713649676093,0.889964893625043,"dog",0.967292784083698
"603","UniRef90_P27422..Dihydrofolate.reductase.type.7","species","dog",0.0115788784489942,0.01943774065651,2874,7,0.55277889178016,0.999999999999965,"cat",0.967292784083698
"604","UniRef90_P27422..Dihydrofolate.reductase.type.7","species","human",-0.0157939635327656,0.0466735856082257,2874,7,0.740799396193288,0.889964893625043,"dog",0.967292784083698
"605","UniRef90_P28585..Beta.lactamase.CTX.M.1","species","dog",0.0244622290479927,0.0612602337016031,2874,44,0.689795911554388,0.999999999999965,"cat",0.967292784083698
"606","UniRef90_P28585..Beta.lactamase.CTX.M.1","species","human",-0.0647327028955473,0.282949365106893,2874,44,0.821481562317045,0.999999999999965,"cat",0.967292784083698
"607","UniRef90_P28585..Beta.lactamase.CTX.M.1","species","human",-0.0891949320260436,0.279644326982146,2874,44,0.753373142194428,0.889964893625043,"dog",0.967292784083698
"608","UniRef90_P29753..Vancomycin.C.type.resistance.protein.VanC","species","dog",0.00851499987757744,0.0197961751903914,2874,10,0.667460287984568,0.999999999999965,"cat",0.967292784083698
"609","UniRef90_P29753..Vancomycin.C.type.resistance.protein.VanC","species","human",-0.0150135110019935,0.0695203068032063,2874,10,0.831632858245599,0.999999999999965,"cat",0.967292784083698
"610","UniRef90_P29753..Vancomycin.C.type.resistance.protein.VanC","species","human",-0.0235285109324501,0.0680828986280355,2874,10,0.734258161628039,0.889964893625043,"dog",0.967292784083698
"611","UniRef90_P30845..Phosphoethanolamine.transferase.EptA","species","human",-1.66771756962033,2.27091041917558,2874,891,0.472266326742277,0.999999999999965,"cat",0.967292784083698
"612","UniRef90_P30845..Phosphoethanolamine.transferase.EptA","species","human",-2.32145090067211,2.25507157448607,2874,891,0.317385096621538,0.889964893625043,"dog",0.967292784083698
"613","UniRef90_P30847..Signal.transduction.histidine.protein.kinase.BaeS","species","human",-1.19268721995365,1.82881407752389,2874,677,0.52277543482527,0.999999999999965,"cat",0.967292784083698
"614","UniRef90_P30847..Signal.transduction.histidine.protein.kinase.BaeS","species","human",-1.98801837883167,1.81466992493072,2874,677,0.288552697170204,0.889964893625043,"dog",0.967292784083698
"615","UniRef90_P30855..Sensor.protein.EvgS","species","dog",0.386970153138831,0.28172487508362,2874,605,0.169882793468257,0.870212660428216,"cat",0.967292784083698
"616","UniRef90_P30855..Sensor.protein.EvgS","species","human",-0.941928426970633,1.57447792568635,2874,605,0.557214380065825,0.999999999999965,"cat",0.967292784083698
"617","UniRef90_P30855..Sensor.protein.EvgS","species","human",-1.32889858017986,1.56196035891358,2874,605,0.406511088686379,0.889964893625043,"dog",0.967292784083698
"618","UniRef90_P30897..Beta.lactamase","species","dog",0.00558659261408358,0.0168137909469498,2874,5,0.740014739628612,0.999999999999965,"cat",0.967292784083698
"619","UniRef90_P30897..Beta.lactamase","species","human",-0.00816382617325595,0.0547374903918379,2874,5,0.883163980011855,0.999999999999965,"cat",0.967292784083698
"620","UniRef90_P30897..Beta.lactamase","species","human",-0.0137504188306115,0.053404846962857,2874,5,0.800090027941676,0.889964893625043,"dog",0.967292784083698
"621","UniRef90_P30898..Beta.lactamase","species","dog",-0.142967820932538,0.206140214641517,2874,478,0.488454157990088,0.999999999999965,"cat",0.967292784083698
"622","UniRef90_P31224..Multidrug.efflux.pump.subunit.AcrB","species","human",-1.50217450997809,2.14972862229004,2874,862,0.493601146576094,0.999999999999965,"cat",0.967292784083698
"623","UniRef90_P31224..Multidrug.efflux.pump.subunit.AcrB","species","human",-2.04753241040006,2.1361226332869,2874,862,0.350751963193155,0.889964893625043,"dog",0.967292784083698
"624","UniRef90_P32482..Chloramphenicol.resistance.protein","species","dog",0.0315485068117525,0.0669457824951008,2874,44,0.637610099255358,0.999999999999965,"cat",0.967292784083698
"625","UniRef90_P32482..Chloramphenicol.resistance.protein","species","human",-0.129635015115277,0.338655052191617,2874,44,0.70718175912595,0.999999999999965,"cat",0.967292784083698
