feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
Ralstonia_mannitolilytica_SGB_12921,housing,Stray,-0.183552797,0.149381508,2272,31,0.220523344,0.434603774
Bacteroides_cellulosilyticus_SGB_1844,housing,Household,0.035593293,0.027525315,2272,6,0.221134716,0.43523066
Faecalibacillus_intestinalis_SGB_6754,housing,Stray,1.356066074,1.112365257,2272,446,0.222989574,0.438300036
Lachnospiraceae_SGB_5086,housing,Stray,1.705543856,1.400428715,2272,635,0.223560135,0.438840266
Bacteroidota_SGB_2066,housing,Household,-0.523745131,0.429267346,2272,235,0.224139367,0.439396064
Slackia_isoflavoniconvertens_SGB_14773,housing,Household,0.027312004,0.021954595,2272,12,0.224612823,0.439724103
Lacrimispora_amygdalina_SGB_4716,housing,Stray,-0.031808717,0.025715215,2272,3,0.224899322,0.439724103
Neobittarella_massiliensis_SGB_7264,housing,Stray,-0.534077031,0.440484914,2272,82,0.225577373,0.440469502
Neobittarella_massiliensis_SGB_7264,housing,Household,-0.249784598,0.202268901,2272,82,0.225985334,0.440686249
Lentihominibacter_hominis_SGB_3961,housing,Household,0.012128681,0.008634766,2272,4,0.226855541,0.441802654
Clostridia_bacterium_UC5_1_1D1_SGB_14995,housing,Household,0.041758204,0.034400574,2272,5,0.228035724,0.443519023
Eubacteriaceae_SGB_47850,housing,Household,-0.391164974,0.325922938,2272,149,0.232655503,0.451911997
Turicibacter_SGB106350_SGB_106350,housing,Stray,-1.017790228,0.856009577,2272,215,0.234700301,0.455287904
Coriobacteriaceae_SGB_53888,housing,Stray,0.417453203,0.353035687,2272,36,0.237226054,0.459586768
Streptococcus_australis_SGB_8059,housing,Stray,-0.015134898,0.012721833,2272,2,0.238724606,0.46129274
Clostridiales_bacterium_SGB_15159,housing,Household,0.341366583,0.260004353,2272,137,0.238728318,0.46129274
Slackia_SGB14778_SGB_14778,housing,Household,-1.022983339,0.862858608,2272,782,0.239519906,0.461620183
Bacteroidaceae_SGB_1894,housing,Household,0.025654332,0.021800264,2272,6,0.239500699,0.461620183
Cetobacterium_SGB66735_SGB_66735,housing,Household,-0.399219639,0.337237306,2272,117,0.240877728,0.463634952
Bacteroidota_SGB_1803,housing,Stray,-0.817588638,0.699518778,2272,227,0.242678864,0.466496677
Clostridium_neonatale_SGB_6169,housing,Stray,0.716368311,0.613786344,2272,123,0.243362497,0.467205622
Eubacterium_ventriosum_SGB_5045,housing,Household,0.068540389,0.056978079,2272,9,0.243815146,0.467469867
Paraprevotella_clara_SGB_1798,housing,Household,0.020065842,0.012684798,2272,5,0.245500645,0.469019077
Alistipes_putredinis_SGB_2318,housing,Household,0.303009681,0.258632007,2272,104,0.24588736,0.469019077
Lachnospiraceae_SGB_4859,housing,Household,1.386110054,1.188140843,2272,1884,0.245495418,0.469019077
Klebsiella_pneumoniae_SGB_10115,housing,Stray,0.466308699,0.401330119,2272,73,0.245821225,0.469019077
Frederiksenia_canicola_SGB_30988,housing,Household,0.128940223,0.108426508,2272,24,0.246815709,0.470185511
Blautia_obeum_SGB_4810,housing,Stray,-0.068906804,0.059436262,2272,4,0.250969445,0.47687408
Erysipelotrichaceae_SGB_66627,housing,Household,1.047447508,0.907745491,2272,475,0.250896781,0.47687408
Ruthenibacterium_lactatiformans_SGB_15271,housing,Household,0.16078168,0.072761615,2272,71,0.252229121,0.477622201
Leucobacter_sp_OH1287_SGB_33648,housing,Household,-0.415471115,0.355818819,2272,225,0.25232871,0.477622201
Leptogranulimonas_caecicola_SGB_33579,housing,Household,-0.948003358,0.826526084,2272,543,0.252016172,0.477622201
Alistipes_dispar_SGB_2311,housing,Household,0.03950006,0.034704412,2272,26,0.255286409,0.481545682
Streptococcus_sanguinis_SGB_8047,housing,Household,0.008159295,0.006962739,2272,2,0.255357349,0.481545682
Acidaminococcaceae_SGB_5751,housing,Household,0.468359623,0.402293381,2272,187,0.255374967,0.481545682
Acidaminococcaceae_SGB_5750,housing,Stray,-1.123364581,0.988286923,2272,722,0.255808386,0.481750818
Coriobacteriaceae_SGB_72489,housing,Household,-0.007151999,0.006210294,2272,3,0.256237166,0.481946711
Bacteroides_salyersiae_SGB_1857,housing,Household,0.014691619,0.012226799,2272,3,0.257065953,0.482283065
Lachnospiraceae_bacterium_SGB_4953,housing,Household,0.001716913,0.001428865,2272,1,0.257065973,0.482283065
Faecalibacterium_prausnitzii_SGB_15317,housing,Stray,-0.069953235,0.061433571,2272,3,0.258325961,0.484035008
Hungatella_hathewayi_SGB_4742,housing,Household,0.023356452,0.01974084,2272,2,0.258802099,0.484315657
Tessaracoccus_sp_OH4464_COT_324_SGB_35144,housing,Household,0.090991126,0.071475841,2272,57,0.259546172,0.485096371
Collinsella_SGB14747_SGB_14747,housing,Household,0.057140695,0.05073061,2272,21,0.260218914,0.485741972
Massilioclostridium_coli_SGB_29305,housing,Stray,-0.262197394,0.233125416,2272,36,0.261114752,0.48665166
Bittarella_massiliensis_SGB_95006,housing,Household,-0.170514055,0.14976279,2272,45,0.261690044,0.48665166
Phascolarctobacterium_succinatutens_SGB_5763,housing,Household,0.028283978,0.025048235,2272,13,0.261629986,0.48665166
Actinomyces_sp_ICM47_SGB_17167,housing,Household,0.005287515,0.004324853,2272,1,0.2641549,0.490464336
Enterocloster_citroniae_SGB_4761,housing,Household,0.002516321,0.002157379,2272,1,0.264731753,0.490464336
Longicatena_caecimuris_SGB_4041,housing,Household,0.002516321,0.002157379,2272,1,0.264731761,0.490464336
Blautia_hydrogenotrophica_SGB_4677,housing,Household,0.013392586,0.012004673,2272,4,0.265194136,0.490708351
Phocaeicola_sartorii_SGB_1813,housing,Household,0.002588123,0.002245944,2272,1,0.269195969,0.496256918
Holdemania_filiformis_SGB_4046,housing,Household,0.002588123,0.002245944,2272,1,0.26919597,0.496256918
Veillonella_magna_SGB_6926,housing,Household,-0.700206505,0.630237122,2272,300,0.268542556,0.496256918
Coriobacteriaceae_SGB_14351,housing,Stray,-0.050330833,0.044480519,2272,8,0.270048174,0.497210286
Lachnospira_pectinoschiza_SGB_5089,housing,Household,0.036826695,0.032570353,2272,4,0.271252203,0.498808264
Erysipelotrichaceae_SGB_106319,housing,Household,0.019119315,0.017431455,2272,5,0.272911526,0.501238496
Clostridiaceae_bacterium_Marseille_Q3526_SGB_4703,housing,Household,1.077270265,0.984520012,2272,1636,0.275940417,0.506175004
Lachnospiraceae_SGB_47641,housing,Stray,-0.28938519,0.263618575,2272,40,0.276646533,0.506843772
Firmicutes_SGB_4052,housing,Household,-0.825834662,0.759105555,2272,1114,0.277325973,0.507462077
Clostridia_bacterium_SGB_5191,housing,Stray,-0.927921065,0.854631546,2272,223,0.277872069,0.507822346
Brotolimicola_acetigignens_SGB_4914,housing,Household,0.036317562,0.033279093,2272,3,0.278207255,0.507822346
Lachnospiraceae_SGB_66596,housing,Household,-0.565274955,0.51875008,2272,249,0.280007452,0.510480416
Enterococcus_avium_SGB_7931,housing,Stray,0.22552533,0.209625581,2272,27,0.282187281,0.512565392
Streptococcus_australis_SGB_8059,housing,Household,0.009899545,0.009112933,2272,2,0.281986759,0.512565392
Lachnospiraceae_SGB_66068,housing,Household,1.203617416,1.117081334,2272,1031,0.281842565,0.512565392
Firmicutes_SGB_105707,housing,Stray,-1.185961549,1.112010922,2272,437,0.286372066,0.51953074
Anaerotruncus_colihominis_SGB_14963,housing,Household,0.005588641,0.005119602,2272,3,0.289778437,0.52506862
Faecalimonas_umbilicata_SGB_4583,housing,Stray,-1.197264158,1.134256023,2272,2102,0.291363019,0.527296
Prevotella_lascolaii_SGB_1585,housing,Household,0.015914921,0.011491796,2272,3,0.293493647,0.53050496
Coprococcus_catus_SGB_4669,housing,Stray,-0.086273687,0.081702724,2272,5,0.294684383,0.532009275
Bacteroidota_SGB_1416,housing,Household,-0.199467944,0.188627161,2272,34,0.295926347,0.533602307
Hydrogenoanaerobacterium_SGB53821_SGB_53821,housing,Household,-0.848309035,0.807533668,2272,1299,0.296818122,0.53391284
Akkermansia_muciniphila_SGB_9226,housing,Household,-0.318050208,0.06070662,2272,15,0.296700658,0.53391284
Catenibacterium_mitsuokai_SGB_6783,housing,Household,-1.191300829,1.135749101,2272,1178,0.297212295,0.533974631
Bacteroidota_SGB_65685,housing,Household,-0.546165434,0.523758624,2272,258,0.297621439,0.534063139
Bifidobacterium_longum_SGB_17248,housing,Stray,0.923898125,0.887698001,2272,239,0.298189253,0.53443581
Eggerthellaceae_SGB_105269,housing,Household,-0.385480446,0.370013312,2272,160,0.298699707,0.534704903
Clostridiaceae_bacterium_SGB_6152,housing,Household,-0.231862622,0.221238483,2272,100,0.299806381,0.53603936
Dorea_phocaeensis_SGB_4572,housing,Household,-0.762458771,0.723196684,2272,802,0.301303279,0.538067468
Collinsella_SGB14745_SGB_14745,housing,Stray,-1.143557572,1.108093285,2272,1031,0.302265414,0.538088183
Enterococcus_casseliflavus_SGB_7952,housing,Stray,-0.377725244,0.366096776,2272,42,0.302329672,0.538088183
Helicobacter_winghamensis_SGB_19399,housing,Stray,0.660615652,0.640281275,2272,81,0.302402658,0.538088183
Firmicutes_SGB_4688,housing,Household,-0.720361956,0.686478683,2272,900,0.304733898,0.541586952
Parabacteroides_sp_AGMB00274_SGB_1930,housing,Household,0.024631365,0.02411435,2272,5,0.30725452,0.545413526
Mediterraneibacter_SGB71712_SGB_71712,housing,Household,-0.859571048,0.838095215,2272,664,0.309675715,0.549054673
Desulfovibrio_piger_SGB_15467,housing,Stray,0.449435461,0.443602839,2272,60,0.311648557,0.55123535
Bifidobacterium_canis_SGB_53847,housing,Household,-0.88149734,0.870185239,2272,687,0.311384188,0.55123535
Collinsella_SGB105265_SGB_105265,housing,Stray,-1.04951171,1.039891074,2272,276,0.31308905,0.553123988
Clostridiaceae_bacterium_AF18_31LB_SGB_4767,housing,Stray,-0.01308282,0.012654924,2272,2,0.314099493,0.553995087
Allisonella_histaminiformans_SGB_5843,housing,Stray,-1.325485163,1.316864279,2272,591,0.314328749,0.553995087
Streptococcus_orisratti_SGB_29803,housing,Household,0.055772609,0.055740911,2272,27,0.31722192,0.558430996
Actinomyces_weissii_SGB_93067,housing,Household,0.18347957,0.17965298,2272,102,0.318583661,0.559619525
Firmicutes_SGB_72910,housing,Stray,-0.025863077,0.025641471,2272,4,0.318651279,0.559619525
Streptococcus_parasanguinis_SGB_8071,housing,Stray,-0.152052202,0.152467584,2272,6,0.320145132,0.561578459
Flavonifractor_plautii_SGB_15132,housing,Stray,1.207412882,1.216205165,2272,365,0.321243401,0.562175951
Turicibacter_sanguinis_SGB_6846,housing,Household,0.568900971,0.569754034,2272,268,0.320969355,0.562175951
Eubacterium_ventriosum_SGB_5045,housing,Stray,-0.130697278,0.132670936,2272,9,0.32489886,0.567903308
Collinsella_SGB14744_SGB_14744,housing,Stray,-1.425762184,1.451542805,2272,1204,0.326176636,0.568796859
Streptococcus_gordonii_SGB_8053,housing,Household,0.021253179,0.021638101,2272,5,0.326171049,0.568796859
Firmicutes_SGB_6428,housing,Stray,0.080518016,0.081385542,2272,5,0.328767629,0.572642209
Slackia_SGB14778_SGB_14778,housing,Stray,-1.364687649,1.400356047,2272,782,0.329982443,0.574084344
Acidaminococcus_timonensis_SGB_5741,housing,Household,-0.004999658,0.004973415,2272,4,0.331762351,0.57650507
Jutongia_hominis_SGB_4651,housing,Household,-0.004706624,0.004700693,2272,1,0.332883744,0.577777165
Blautia_obeum_SGB_4811,housing,Household,-0.009255257,0.009471606,2272,5,0.333890326,0.578847248
Firmicutes_SGB_14937,housing,Stray,0.094255873,0.097263333,2272,7,0.33704291,0.583630897
Romboutsia_hominis_SGB_24890,housing,Stray,-0.555703031,0.58181012,2272,71,0.33970892,0.587561815
Bacteroidota_SGB_2071,housing,Household,0.005610001,0.005842752,2272,3,0.34095913,0.589037659
Baileyella_intestinalis_SGB_3928,housing,Stray,-0.063813569,0.066667989,2272,5,0.341921731,0.589328512
Peptostreptococcus_russellii_SGB_743,housing,Household,-0.722023148,0.758191979,2272,286,0.341527953,0.589328512
Firmicutes_SGB_4053,housing,Stray,-0.088124808,0.093017211,2272,4,0.3450625,0.594051915
Enterococcus_avium_SGB_7931,housing,Household,0.122651379,0.129857104,2272,27,0.347103456,0.596873151
Blautia_sp_MCC283_SGB_4828,housing,Stray,-0.129451761,0.13715663,2272,8,0.348174982,0.59802277
Adlercreutzia_equolifaciens_SGB_14797,housing,Stray,-0.760303096,0.81279207,2272,610,0.349686725,0.598541061
Clostridiaceae_bacterium_Marseille_Q3526_SGB_4703,housing,Stray,1.44629902,1.545491428,2272,1636,0.349528165,0.598541061
Flavonifractor_plautii_SGB_15132,housing,Household,0.593560186,0.618692327,2272,365,0.349300845,0.598541061
Ruminococcus_bromii_SGB_4290,housing,Household,0.004665951,0.004812968,2272,1,0.351072301,0.600220385
Barnesiella_intestinihominis_SGB_1965,housing,Stray,0.288713008,0.310163539,2272,23,0.352308955,0.600949987
Parasutterella_excrementihominis_SGB_9262,housing,Stray,-0.575422875,0.618032227,2272,89,0.352035135,0.600949987
Anaerofilum_SGB105702_SGB_105702,housing,Household,-0.294585585,0.316834544,2272,145,0.352983534,0.601409374
Zhenhengia_yiwuensis_SGB_6077,housing,Household,0.411386932,0.43348547,2272,236,0.354370031,0.603079273
Firmicutes_SGB_4303,housing,Stray,-0.173312387,0.187442663,2272,8,0.355371722,0.60340004
Firmicutes_SGB_14870,housing,Household,-0.046284118,0.049361052,2272,12,0.355091015,0.60340004
Oscillospiraceae_unclassified_SGB15256_SGB_15256,housing,Stray,-0.006206649,0.006630515,2272,1,0.356800375,0.604677082
Escherichia_coli_SGB_10068,housing,Stray,1.807305203,1.961109939,2272,1277,0.356938763,0.604677082
Gemmiger_formicilis_SGB_15292,housing,Stray,-0.006272725,0.006748201,2272,1,0.357372077,0.604720824
Slackia_faecicanis_SGB_33547,housing,Stray,-1.044856991,1.142233202,2272,678,0.360483998,0.60929186
Bifidobacterium_animalis_SGB_100575,housing,Stray,-0.764520062,0.837408846,2272,308,0.36144332,0.609720513
Lachnospiraceae_unclassified_SGB106020_SGB_106020,housing,Household,0.073806608,0.080803512,2272,36,0.361559334,0.609720513
Firmicutes_SGB_4304,housing,Stray,-0.198190267,0.217639751,2272,32,0.362644335,0.610856065
Erysipelotrichaceae_SGB_66599,housing,Stray,-0.87274101,0.960052719,2272,400,0.363451228,0.611521114
Corynebacterium_mustelae_SGB_17028,housing,Household,-0.192085529,0.208545232,2272,103,0.368812899,0.619839572
Clostridium_sp_AM42_4_SGB_4709,housing,Household,-0.160961427,0.178032683,2272,47,0.370220241,0.621500948
Proteobacteria_SGB_9347,housing,Household,0.031349074,0.034921017,2272,12,0.371191272,0.622426947
Phocea_SGB105437_SGB_105437,housing,Stray,-0.413026047,0.462291554,2272,150,0.371756157,0.622670583
Ruminococcus_bovis_SGB_4272,housing,Stray,-0.005973662,0.006497965,2272,1,0.373902602,0.623350977
Anaerovibrio_lipolyticus_SGB_6973,housing,Stray,0.360748853,0.404768879,2272,79,0.373015201,0.623350977
Erysipelotrichaceae_SGB_65948,housing,Household,-0.559625145,0.629410616,2272,500,0.374262615,0.623350977
Clostridium_culturomicium_SGB_6231,housing,Stray,-0.330271607,0.370605615,2272,32,0.373035594,0.623350977
Coriobacteriaceae_SGB_66221,housing,Household,-0.596458393,0.670813988,2272,522,0.374207455,0.623350977
Firmicutes_SGB_4304,housing,Household,-0.124311607,0.140017825,2272,32,0.37610018,0.625008586
Oscillospiraceae_SGB_15070,housing,Household,-0.183974136,0.205402441,2272,86,0.375948071,0.625008586
Eubacterium_maltosivorans_SGB_4078,housing,Household,-0.170670859,0.191532861,2272,61,0.378525588,0.628335541
Fournierella_massiliensis_SGB_15280,housing,Household,-0.790210356,0.901280534,2272,1334,0.383370083,0.635666149
Anaerobutyricum_hallii_SGB_4532,housing,Stray,0.127468092,0.146508886,2272,15,0.384499441,0.636827199
Ruminococcus_torques_SGB_4608,housing,Stray,0.424301021,0.491049824,2272,91,0.387702304,0.641416074
Dubosiella_newyorkensis_SGB_6789,housing,Household,-0.619723036,0.719660839,2272,637,0.389376466,0.643468458
Lachnospiraceae_SGB_5086,housing,Household,-0.678691727,0.780337712,2272,635,0.390148135,0.64402651
Lachnospiraceae_SGB_106011,housing,Stray,1.111336984,1.295992939,2272,430,0.391374423,0.645332938
Firmicutes_SGB_105432,housing,Stray,-0.33366285,0.38988312,2272,64,0.392254774,0.645350426
Lachnospiraceae_SGB_47663,housing,Household,0.073367293,0.085372407,2272,8,0.391964502,0.645350426
Bifidobacterium_criceti_SGB_17283,housing,Household,-0.719745156,0.842354024,2272,593,0.393114387,0.64604845
Clostridium_disporicum_SGB_6172,housing,Stray,-0.437655053,0.514341798,2272,96,0.394926194,0.648308045
Bacteroidota_SGB_48125,housing,Household,-0.204525897,0.240438487,2272,97,0.39601226,0.649372589
Phocaeicola_coprophilus_SGB_1888,housing,Household,0.90283772,1.061539645,2272,658,0.396683272,0.649754939
Holdemania_massiliensis_SGB_4044,housing,Stray,-0.005759133,0.006741886,2272,1,0.39770318,0.650125998
Bacteroidota_SGB_48227,housing,Stray,-1.124044919,1.328929559,2272,474,0.397785988,0.650125998
Tyzzerella_SGB4454_SGB_4454,housing,Household,-0.179828791,0.207318547,2272,66,0.399161826,0.65165693
Desulfovibrio_piger_SGB_15467,housing,Household,0.13502822,0.153139479,2272,60,0.40150202,0.654757141
Eubacteriaceae_SGB_106207,housing,Stray,-1.115072219,1.333057202,2272,631,0.40300082,0.65647993
Alistipes_finegoldii_SGB_2301,housing,Stray,-0.075657889,0.090854744,2272,6,0.406397591,0.661287308
Clostridiaceae_SGB_71784,housing,Household,-0.429300716,0.518030079,2272,245,0.407649691,0.662598184
Firmicutes_SGB_106203,housing,Stray,-0.93423975,1.129384134,2272,445,0.408247932,0.662844564
Clostridium_mediterraneense_SGB_21135,housing,Household,-0.14050566,0.169796282,2272,50,0.41027189,0.665402716
Hydrogenoanaerobacterium_saccharovorans_SGB_15350,housing,Household,-0.005418627,0.006496695,2272,2,0.415160391,0.672401072
Imtechella_halotolerans_SGB_2930,housing,Household,-0.044778581,0.053922452,2272,37,0.415574624,0.672401072
Clostridium_thermobutyricum_SGB_6193,housing,Stray,-0.475702033,0.584514306,2272,106,0.415946216,0.672401072
Oscillospiraceae_SGB_15313,housing,Household,0.979231563,1.198789298,2272,1831,0.41644101,0.672468399
Faecalibacterium_prausnitzii_SGB_15322,housing,Stray,-0.005470882,0.006666038,2272,1,0.417525989,0.673487574
Lachnospiraceae_bacterium_OM04_12BH_SGB_4893,housing,Household,0.002013206,0.002363098,2272,1,0.421468209,0.679108385
Roseburia_sp_AM23_20_SGB_4950,housing,Household,-0.01113691,0.013851261,2272,3,0.42561008,0.68503835
Mediterraneibacter_glycyrrhizinilyticus_SGB_4606,housing,Household,-0.653382707,0.817983265,2272,1593,0.426803642,0.686215173
Faecalicatena_fissicatena_SGB_4871,housing,Stray,-0.005538798,0.006630637,2272,1,0.427491204,0.686576782
Bacteroidota_SGB_2279,housing,Stray,-0.155680664,0.197213707,2272,28,0.430057149,0.689872034
Victivallis_lenta_SGB_9203,housing,Stray,-0.011330561,0.014361191,2272,7,0.430472711,0.689872034
Agathobaculum_desmolans_SGB_14989,housing,Household,-0.110022928,0.139416155,2272,38,0.434899622,0.696214714
Clostridiales_bacterium_KLE1615_SGB_5090,housing,Stray,0.605173412,0.779034878,2272,190,0.437446499,0.69953729
Phocaeicola_faecicola_SGB_1887,housing,Stray,-0.224454667,0.290054158,2272,22,0.439176508,0.700040749
Faecalibacterium_SGB15346_SGB_15346,housing,Household,0.013696716,0.017594766,2272,5,0.438513274,0.700040749
Vescimonas_coprocola_SGB_15089,housing,Stray,-0.005332427,0.00665629,2272,1,0.438705882,0.700040749
Candidatus_Borkfalkiaceae_SGB_106137,housing,Household,-0.063942381,0.08237473,2272,40,0.440154407,0.700846716
Clostridiaceae_unclassified_SGB66046_SGB_66046,housing,Stray,0.480220516,0.623901496,2272,326,0.441566784,0.702342022
Bacteroidota_SGB_104875,housing,Household,-0.2129682,0.277481037,2272,99,0.443475121,0.703868534
Eubacteriales_unclassified_SGB_15370,housing,Stray,-0.00519948,0.006717223,2272,1,0.443082092,0.703868534
Coprobacillus_cateniformis_SGB_6771,housing,Household,0.017861616,0.023077874,2272,4,0.444737503,0.705118006
Canibacter_oris_SGB_33649,housing,Stray,-0.389201511,0.511213877,2272,112,0.446745357,0.707545475
Lachnospiraceae_SGB_5197,housing,Household,0.138602286,0.180398245,2272,56,0.447740366,0.708365355
Oscillospiraceae_SGB_63183,housing,Household,-0.214788799,0.282245682,2272,77,0.448640574,0.709033665
Muribaculum_gordoncarteri_SGB_2087,housing,Stray,-0.727476746,0.963645051,2272,311,0.450436729,0.71029246
Streptococcus_alactolyticus_SGB_8017,housing,Stray,0.843240033,1.116241797,2272,483,0.450077035,0.71029246
Lachnospiraceae_SGB_106017,housing,Household,0.013305231,0.017519213,2272,7,0.450872977,0.71029246
Prevotellaceae_SGB_1475,housing,Stray,-0.005080486,0.006704155,2272,1,0.453967521,0.711391553
Butyricicoccus_SGB14985_SGB_14985,housing,Household,0.622515895,0.826113172,2272,1570,0.452654089,0.711391553
Lachnospiraceae_SGB_71759,housing,Stray,-0.005097275,0.006741563,2272,1,0.453702294,0.711391553
Firmicutes_SGB_4052,housing,Stray,0.831490545,1.106632932,2272,1114,0.452524911,0.711391553
Desulfovibrionaceae_SGB_58382,housing,Household,-0.018457797,0.024252964,2272,19,0.453150402,0.711391553
Adlercreutzia_equolifaciens_SGB_14798,housing,Household,-0.057540412,0.077751812,2272,15,0.460986018,0.719351473
Prevotellaceae_SGB_1657,housing,Stray,-0.052714364,0.071238402,2272,4,0.460239864,0.719351473
Clostridium_sp_AF36_4_SGB_4644,housing,Stray,-0.005021603,0.006726188,2272,1,0.459571602,0.719351473
Peptacetobacter_hiranonis_SGB_6131,housing,Household,-0.676034611,0.911534098,2272,1799,0.460543776,0.719351473
Phocaeicola_coprophilus_SGB_1888,housing,Stray,-1.221330287,1.664255669,2272,658,0.463191938,0.722034492
Bacteria_unclassified_SGB_105802,housing,Household,-0.267071086,0.36279351,2272,133,0.464211745,0.72286488
Fusicatenibacter_sp_CLA_AA_H277_SGB_4780,housing,Stray,-0.004969124,0.00673438,2272,1,0.464862429,0.723119333
Firmicutes_SGB_15368,housing,Household,-0.001334458,0.001770296,2272,1,0.468026319,0.723741143
Firmicutes_SGB_14891,housing,Household,-0.001334458,0.001770296,2272,1,0.468026312,0.723741143
Clostridium_sp_AM49_4BH_SGB_4652,housing,Household,-0.001334458,0.001770296,2272,1,0.468026315,0.723741143
Clostridium_sp_Marseille_P3244_SGB_29302,housing,Household,-0.006466537,0.008855736,2272,2,0.468406236,0.723741143
Roseburia_SGB4939_SGB_4939,housing,Household,-0.001334458,0.001770296,2272,1,0.468026313,0.723741143
Clostridium_spiroforme_SGB_6747,housing,Stray,-0.097992058,0.134778464,2272,21,0.467373543,0.723741143
Collinsella_SGB14754_SGB_14754,housing,Stray,-0.013354437,0.018046803,2272,2,0.468676037,0.723741143
Firmicutes_SGB_105302,housing,Household,0.651819717,0.898268907,2272,767,0.470230304,0.725386456
Canibacter_oris_SGB_33649,housing,Household,-0.113609972,0.153172809,2272,112,0.474259953,0.730842961
Lachnospiraceae_SGB_77276,housing,Stray,0.282255764,0.396525438,2272,86,0.476702499,0.733844925
Firmicutes_SGB_6305,housing,Household,-0.012708931,0.017518605,2272,3,0.477410456,0.734173178
Bifidobacterium_bifidum_SGB_17256,housing,Stray,0.081910987,0.115368283,2272,9,0.478704995,0.735401876
Oscillospiraceae_SGB_105821,housing,Household,-0.186480187,0.264501665,2272,65,0.481367547,0.738289608
Oscillospiraceae_SGB_15119,housing,Household,0.000984448,0.001358044,2272,1,0.481579744,0.738289608
Erysipelotrichaceae_SGB_105325,housing,Household,-0.487820589,0.696083906,2272,516,0.48357125,0.740577642
Eubacteriales_Family_XIII_Incertae_Sedis_SGB_3959,housing,Stray,-0.004752444,0.006742981,2272,1,0.484691279,0.741527689
Enterocloster_hominis_SGB_4721,housing,Household,-0.591650906,0.844837426,2272,1053,0.486919174,0.744168954
Clostridium_sp_AM33_3_SGB_4711,housing,Stray,-0.073773769,0.106315779,2272,20,0.487901968,0.744393948
Oscillospiraceae_SGB_15291,housing,Stray,0.084503392,0.121179276,2272,11,0.488069617,0.744393948
Firmicutes_SGB_4688,housing,Stray,-1.07183136,1.551011738,2272,900,0.489694457,0.744576409
Brotolimicola_acetigignens_SGB_4914,housing,Stray,-0.059303865,0.085464412,2272,3,0.489565508,0.744576409
Proteobacteria_SGB_107008,housing,Household,-0.080999683,0.116705459,2272,50,0.488801926,0.744576409
Selenomonadaceae_SGB_65924,housing,Stray,-0.649767745,0.941830015,2272,485,0.490342811,0.744799111
Blautia_wexlerae_SGB_4837,housing,Household,0.75506815,1.102460828,2272,523,0.494379474,0.75016272
Alistipes_ihumii_SGB_2328,housing,Household,-0.010378652,0.015208305,2272,14,0.495158644,0.750577556
Eubacterium_siraeum_SGB_4198,housing,Stray,-0.011524184,0.016839744,2272,2,0.497475628,0.753320237
Succinivibrionaceae_SGB_3677,housing,Household,-0.114976046,0.168331348,2272,50,0.500406185,0.756985504
Desulfovibrionaceae_SGB_15460,housing,Household,-0.004424715,0.006315367,2272,2,0.50133333,0.757359712
Limosilactobacillus_coleohominis_SGB_7101,housing,Stray,-0.30186548,0.449156719,2272,108,0.501674257,0.757359712
Erysipelotrichaceae_bacterium_7770_A6_SGB_6836,housing,Stray,0.390462739,0.583039975,2272,93,0.503157372,0.758826769
Lachnospiraceae_SGB_4870,housing,Stray,1.249277883,1.873493344,2272,1601,0.505018395,0.759866515
Clostridium_SGB6173_SGB_6173,housing,Household,0.378744912,0.053580871,2272,6,0.505894957,0.759866515
Streptococcus_sanguinis_SGB_8047,housing,Stray,-0.008251478,0.012134417,2272,2,0.50445503,0.759866515
Firmicutes_SGB_6320,housing,Household,0.104026758,0.154503681,2272,46,0.505464236,0.759866515
Lachnospiraceae_bacterium_2_1_46FAA_SGB_4549,housing,Stray,-0.147579265,0.222024949,2272,26,0.507619635,0.761483089
Lachnospiraceae_SGB_105310,housing,Household,-0.076737935,0.115416002,2272,49,0.507997479,0.761483089
Firmicutes_SGB_71360,housing,Household,-0.181604266,0.273256857,2272,144,0.509006701,0.762225978
Victivallis_vadensis_SGB_9202,housing,Stray,-0.098597433,0.14946785,2272,23,0.509618697,0.762373131
Firmicutes_SGB_6478,housing,Stray,-0.004446218,0.006721782,2272,1,0.512558382,0.763691405
Tyzzerella_SGB4587_SGB_4587,housing,Household,0.178938751,0.268004045,2272,157,0.51201975,0.763691405
Ruminococcus_sp_AF13_28_SGB_4834,housing,Stray,-0.037235605,0.056633299,2272,9,0.511675404,0.763691405
Firmicutes_SGB_14270,housing,Stray,-0.349713568,0.53325609,2272,184,0.512063498,0.763691405
Coprococcus_eutactus_SGB_5117,housing,Stray,-0.004437699,0.006736252,2272,1,0.513616037,0.763806967
Bacteroidota_SGB_65685,housing,Stray,-0.494497974,0.75695357,2272,258,0.513665332,0.763806967
Dorea_longicatena_SGB_4581,housing,Stray,-0.04599355,0.070483669,2272,8,0.514228401,0.763878826
Firmicutes_SGB_14966,housing,Household,-0.055656868,0.084634729,2272,24,0.515419074,0.764881905
Blautia_luti_SGB_4829,housing,Stray,-0.004383659,0.006705007,2272,1,0.517407629,0.766631165
Arachnia_propionica_SGB_35139,housing,Household,-0.175214767,0.268187025,2272,117,0.517631016,0.766631165
Anaerofilum_SGB105702_SGB_105702,housing,Stray,-0.293485127,0.455412819,2272,145,0.519381796,0.768457214
